original_overlay_path,archived_overlay_path,relative_file_path,size_bytes,sha256,phase25_relationship,source_verified,archive_verified
stock-backtester/market_intelligence_v2_8_1_overlay,stock_backtester_root/market_intelligence_v2_8_1_overlay,src/backtester/intelligence/weight_calibrator.py,4235,8e0f1493ff0f0947dcd83e6bbe4eba5ae68e917de6c43d23cb89e3ac18b60fc3,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v2_8_overlay,stock_backtester_root/market_intelligence_v2_8_overlay,docs/market_intelligence_v2_8.md,660,7bc0bbc910f6676e14036c751340d6dc4d2d62245065dc225223ab6f2edc16c6,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v2_8_overlay,stock_backtester_root/market_intelligence_v2_8_overlay,scripts/monte_carlo_strategy_grid.py,4879,163b834a1d9acd068862b52e46a8b82151c3531e9de5070cd0a65587aebcb6a2,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v2_9_overlay,stock_backtester_root/market_intelligence_v2_9_overlay,docs/market_intelligence_v2_9.md,775,9a99ddc84d41dfffb558c0e37d6d8ca2cee6050653ea26c03db79df8738b6cf1,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v2_9_overlay,stock_backtester_root/market_intelligence_v2_9_overlay,scripts/apply_calibrated_intelligence.py,2306,40d6f02185f19b1799deb229c44c1e644329a9937a489e3bec27f676e3b937a5,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v2_9_overlay,stock_backtester_root/market_intelligence_v2_9_overlay,scripts/compare_allocator_rankings.py,5138,eb617111aa4026d1dd21e4e47218e50663a3afad7ade510d2514583d9b6eab0f,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v2_9_overlay,stock_backtester_root/market_intelligence_v2_9_overlay,src/backtester/intelligence/calibrated_adjustment.py,3723,17643f946b9174514c689971f034ecde10baa2a77fc8cb545a5a48edffc355de,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_0_1_overlay,stock_backtester_root/market_intelligence_v3_0_1_overlay,docs/market_intelligence_v3_0_1.md,1577,9666d543cf46f5b063fdcc231d41a9f0fa06dc24c70911944e4d91d150f76506,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_0_1_overlay,stock_backtester_root/market_intelligence_v3_0_1_overlay,scripts/fetch_historical_intelligence_sources.py,2945,723110f4a72758f9adb27c1ef97c418e847d08d0759c9d03c8e9436568a9c48d,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_0_1_overlay,stock_backtester_root/market_intelligence_v3_0_1_overlay,src/backtester/intelligence/historical_source_collector.py,8778,3dff6fb3d767e22ae5898224d56689e8dbc5c57edc1739195f248282fc251d9c,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_0_2_overlay,stock_backtester_root/market_intelligence_v3_0_2_overlay,docs/market_intelligence_v3_0_2.md,1933,cca9507f13de22b6077ff229fe6e24b39ed0003cfe12b9f3286324e647c78a56,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_0_2_overlay,stock_backtester_root/market_intelligence_v3_0_2_overlay,scripts/fetch_historical_intelligence_sources.py,3202,56c6de0ab1e1a2a9553a8ff6e0be1e4eeb8714acfc9752e555c87830e21f8840,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_0_2_overlay,stock_backtester_root/market_intelligence_v3_0_2_overlay,src/backtester/intelligence/historical_source_collector.py,11552,9e786ee19240741f3c73b15841dbfd565406ab8d406c5e700f27ce977c1615b3,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_1_overlay,stock_backtester_root/market_intelligence_v3_1_overlay,docs/market_intelligence_v3_1.md,1434,28c8fe5903323f103781bc1d10eb5153f267f1395f541e52917f28ba3c1d62e5,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_1_overlay,stock_backtester_root/market_intelligence_v3_1_overlay,scripts/fetch_sec_intelligence_sources.py,2164,71866ad51d0acb5fefbbd88972b2846371e55c6f56fa0c0622cd7b99bacddc6f,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_1_overlay,stock_backtester_root/market_intelligence_v3_1_overlay,src/backtester/intelligence/sec_source_collector.py,8409,76be5cefa608663c8249924bc986d86ce913319fb2748bc9e183729683244c56,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_2_overlay,stock_backtester_root/market_intelligence_v3_2_overlay,docs/market_intelligence_v3_2.md,2067,71060287bd182644cf891cc3b3473978c534c487830cd984ba209edf01cf003d,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_2_overlay,stock_backtester_root/market_intelligence_v3_2_overlay,scripts/build_historical_sec_features.py,2999,93493fd4c7dc42b5feb144797105a5b5bc8600b2c3b783ab4cdac937948ef88c,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_2_overlay,stock_backtester_root/market_intelligence_v3_2_overlay,src/backtester/intelligence/historical_feature_builder.py,6342,aaf2f00164fa8ebb1495d4217578f6c133a4470731dc3f43c60f1c443a32ce16,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_3_1_overlay,stock_backtester_root/market_intelligence_v3_3_1_overlay,docs/market_intelligence_v3_3_1.md,1458,1a32bff25361be2124d0a598210f11df9499806125d1393bf1429c08fb7ed60c,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_3_1_overlay,stock_backtester_root/market_intelligence_v3_3_1_overlay,src/backtester/intelligence/calibration_dataset.py,3672,4335dd2a8d1dc94712a3f27eaacf51844213c61f99e04bffce8492193be69eb2,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_3_overlay,stock_backtester_root/market_intelligence_v3_3_overlay,docs/market_intelligence_v3_3.md,1535,80b6448f5ad240b492b2228779baf8b5cbab58ab9e46745609c0bcfd93b8c0fc,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_3_overlay,stock_backtester_root/market_intelligence_v3_3_overlay,src/backtester/intelligence/calibration_dataset.py,2847,f110fe4d6ded42173f0171d4d0b4900162dd126dc38d610bbd8a4b0375d0ad24,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_4_1_overlay,stock_backtester_root/market_intelligence_v3_4_1_overlay,docs/market_intelligence_v3_4_1.md,1713,148e8bdb7cde8378d7b546c4d6740b8131ba3892d90252a9d2810894e09962bf,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_4_1_overlay,stock_backtester_root/market_intelligence_v3_4_1_overlay,scripts/walk_forward_intelligence_calibration.py,3250,956c253544d87b8cf5dd8ff7c08bca0b7346f701808812fb6d2ae31fa522d465,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_4_1_overlay,stock_backtester_root/market_intelligence_v3_4_1_overlay,src/backtester/intelligence/walk_forward_calibrator.py,13924,c3dcfb4648c7f22afa0349de6e2f0bed10eb67c588e0da839a0fdc5a090bf769,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_4_overlay,stock_backtester_root/market_intelligence_v3_4_overlay,docs/market_intelligence_v3_4.md,2232,737219d917fea2fe32e83463ed4fd726d23847f9bfd3de131f38e49b037ad2ec,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_4_overlay,stock_backtester_root/market_intelligence_v3_4_overlay,scripts/walk_forward_intelligence_calibration.py,3017,3fd7fc9dd3993c082aac4d4c5f360321e8db7efab715744826eed1fc06a05ee5,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_4_overlay,stock_backtester_root/market_intelligence_v3_4_overlay,src/backtester/intelligence/walk_forward_calibrator.py,12461,278707703c524b38c187f61391042a1bfdd249c838ee4b558a693c9a0f944572,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_5_overlay,stock_backtester_root/market_intelligence_v3_5_overlay,docs/market_intelligence_v3_5.md,3149,dfa601a27ffe9493d68ab0d7d77e3eeb2d165ce2772e5e89dd67a86abf010b37,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_5_overlay,stock_backtester_root/market_intelligence_v3_5_overlay,scripts/build_historical_intelligence_panel_seed.py,1862,5011afc73b4f87db5c4e8a9c408ffdf69684fcdd2af95d89bf4381c9db3e0862,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_5_overlay,stock_backtester_root/market_intelligence_v3_5_overlay,src/backtester/intelligence/historical_panel_builder.py,3392,13bb15ea8f1995840d365a13dd8e948e4af8547d555aca11e2abc2b5ae3af41c,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_6_overlay,stock_backtester_root/market_intelligence_v3_6_overlay,docs/market_intelligence_v3_6.md,3453,0b797d10b8da8573e84b091bf3bdcbf2a78d6eb8c676c947d9a15cd64c1490a6,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_6_overlay,stock_backtester_root/market_intelligence_v3_6_overlay,scripts/build_historical_news_features.py,2488,5c5d32a8e9e190354c3b5200d21720a27a83088f1436a06cc37f041ad738d2c0,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_6_overlay,stock_backtester_root/market_intelligence_v3_6_overlay,scripts/fetch_historical_news_sources.py,5160,85f350285b56448ddfe14235dfb3e9e0bd8337f01173b243d4a992150359c723,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_6_overlay,stock_backtester_root/market_intelligence_v3_6_overlay,src/backtester/intelligence/calibration_dataset.py,3709,bd9262ea7eaeb8ca1df2cac04b2325160b54448b2710ca8f13aadef43d62c194,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_6_overlay,stock_backtester_root/market_intelligence_v3_6_overlay,src/backtester/intelligence/historical_news_collector.py,16129,96770bff95b9b75be7ed144f732547be7bbda71f04553082f47e71d6cd0eef6c,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_6_overlay,stock_backtester_root/market_intelligence_v3_6_overlay,src/backtester/intelligence/historical_news_feature_builder.py,8278,26965bc61face11f02e6fe155b4accce7081360799ccfcdc343c416c28c76f27,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_7_overlay,stock_backtester_root/market_intelligence_v3_7_overlay,docs/market_intelligence_v3_7.md,2858,a0dd39dd2b6da4ddc1dd264a4ca648988028813fe2bc2995d7b2fa62aba93ab5,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_7_overlay,stock_backtester_root/market_intelligence_v3_7_overlay,scripts/score_historical_news_sentiment.py,1583,208bb4bf51d071c455fc7cc8b33191cb158e8f1cd3f7e16e7aa2b27e6496218b,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_7_overlay,stock_backtester_root/market_intelligence_v3_7_overlay,src/backtester/intelligence/historical_news_feature_builder.py,8588,5454a3f1cc304a2277f5c887d37d05db16c13e818cf4ae7cb325848a3441bccd,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_7_overlay,stock_backtester_root/market_intelligence_v3_7_overlay,src/backtester/intelligence/historical_news_sentiment.py,4781,4cf02a7ec7ca8c050ceec86efd916b0cdffd4056da7ae4df235525e73dfcbc0c,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_8_overlay,stock_backtester_root/market_intelligence_v3_8_overlay,docs/market_intelligence_v3_8.md,5403,beb19d962a35eb11d57587cc6d8e33877757cc2acf199ec19785b813226c97c8,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_8_overlay,stock_backtester_root/market_intelligence_v3_8_overlay,scripts/build_historical_news_features.py,2488,5c5d32a8e9e190354c3b5200d21720a27a83088f1436a06cc37f041ad738d2c0,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_8_overlay,stock_backtester_root/market_intelligence_v3_8_overlay,scripts/merge_historical_sources.py,1150,36468bccf868b07d05f2975346b37811a5740d3561717e1d5bdaba35f94c924b,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_8_overlay,stock_backtester_root/market_intelligence_v3_8_overlay,scripts/monte_carlo_walk_forward_predictions.py,10115,9825376cef531673c9343d3a872a7df0b194e388d5320c2c9d5cd84f69320091,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_8_overlay,stock_backtester_root/market_intelligence_v3_8_overlay,scripts/run_intelligence_training_batch.py,10531,9da871ad85c296e25b18f90f86a003b4cf6fcf1e30defef4daf26edd51a9c22d,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_8_overlay,stock_backtester_root/market_intelligence_v3_8_overlay,scripts/score_historical_news_sentiment.py,1823,7c4f138bcf07b6956b6badc451a8f5e3d6163092eb9365a1a2ef5118c8ffba49,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_8_overlay,stock_backtester_root/market_intelligence_v3_8_overlay,src/backtester/intelligence/calibration_dataset.py,3709,bd9262ea7eaeb8ca1df2cac04b2325160b54448b2710ca8f13aadef43d62c194,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_8_overlay,stock_backtester_root/market_intelligence_v3_8_overlay,src/backtester/intelligence/historical_news_feature_builder.py,8588,5454a3f1cc304a2277f5c887d37d05db16c13e818cf4ae7cb325848a3441bccd,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_8_overlay,stock_backtester_root/market_intelligence_v3_8_overlay,src/backtester/intelligence/historical_news_sentiment.py,5074,adfc0a2a1178311a55c6e2d8eb7d2a1cce1683709547234d7aa13a98b2b962a0,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_8_overlay,stock_backtester_root/market_intelligence_v3_8_overlay,src/backtester/intelligence/historical_source_merge.py,2657,5842283297d9576cf20fe82f9f87a46efa7f5a85e950ade872f7ed446980c7f5,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_1_overlay,stock_backtester_root/market_intelligence_v3_9_1_overlay,docs/market_intelligence_v3_9_1.md,2801,6002e6ea486a5f831e2bd506c587e65247fc21615fe08ca1c0186fb0a44ad403,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_9_1_overlay,stock_backtester_root/market_intelligence_v3_9_1_overlay,scripts/fetch_historical_news_sources.py,9195,73b32b12b4b33daa8c7e47b7a9c1bda798740fea0fd9f19f58020d626bf92eb6,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_1_overlay,stock_backtester_root/market_intelligence_v3_9_1_overlay,src/backtester/intelligence/historical_news_collector.py,19582,7eb5324634d21f0d0248b915e5cfea06d3ec84474e56cf2eedc032e45a784ac4,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_2_overlay,stock_backtester_root/market_intelligence_v3_9_2_overlay,docs/market_intelligence_v3_9_2.md,1243,bf703115644d1b57c8789d1e644682a082ce33daa2bbb0b85b385246c4fdd41d,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_9_2_overlay,stock_backtester_root/market_intelligence_v3_9_2_overlay,scripts/monte_carlo_walk_forward_predictions.py,11181,d7bcba9cc86586216f0082be9674f14fb791dd863853bf658be092bea1036642,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_9_2_overlay,stock_backtester_root/market_intelligence_v3_9_2_overlay,scripts/summarize_intelligence_training_run.py,1905,dc79eca035873ada50a2b48fc9721a6e49933b3852f17d3163587cf59a5ec156,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_9_overlay,stock_backtester_root/market_intelligence_v3_9_overlay,docs/market_intelligence_v3_9.md,5681,5c8ab7049151e2e42d8b374c116b650c038309a9aafb277521965439d449c312,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v3_9_overlay,stock_backtester_root/market_intelligence_v3_9_overlay,scripts/build_historical_news_features.py,2488,5c5d32a8e9e190354c3b5200d21720a27a83088f1436a06cc37f041ad738d2c0,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_overlay,stock_backtester_root/market_intelligence_v3_9_overlay,scripts/fetch_historical_news_sources.py,5743,a9b2b9adc41e22d5d742e734f01f435dd47bed2491b832ef85bed55572f9cc17,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_overlay,stock_backtester_root/market_intelligence_v3_9_overlay,scripts/merge_historical_sources.py,1354,c3c1d424413d1b45226b94b3b354eb042ae771613fee8caa464143bcb12e5b87,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_overlay,stock_backtester_root/market_intelligence_v3_9_overlay,scripts/monte_carlo_walk_forward_predictions.py,10779,c578555c6a18407e55f4399721a3349bf4f10c4c7f1a8796e19d3a0f567c33bc,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_overlay,stock_backtester_root/market_intelligence_v3_9_overlay,scripts/run_intelligence_training_batch.py,10796,b1f292246a3ab843196ac425f96fbc0eb24be7e25fe3b4882d07c7c02c28c96b,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_overlay,stock_backtester_root/market_intelligence_v3_9_overlay,scripts/summarize_intelligence_training_run.py,1835,ed8f08137801c64fad7fd9cb987f05cfe422611967d2fbd41dac5e8885984357,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_overlay,stock_backtester_root/market_intelligence_v3_9_overlay,src/backtester/intelligence/historical_news_collector.py,18466,59009883ad9e10242a7d0be859e921a5961fc8676327be9797b7a7455de8fa95,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_overlay,stock_backtester_root/market_intelligence_v3_9_overlay,src/backtester/intelligence/historical_news_feature_builder.py,9539,980b43d3352725ef0330578ec95a3707150fd48559a9d8a35c775ee594af1a9e,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v3_9_overlay,stock_backtester_root/market_intelligence_v3_9_overlay,src/backtester/intelligence/historical_source_merge.py,5886,8cad92cc81fddff17bc5f3d8919d704465fa9f91109879ca67a7e3c78f2d5f70,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_0_overlay,stock_backtester_root/market_intelligence_v4_0_overlay,docs/market_intelligence_v4_0.md,2238,31284cfe772a0853f775ca6b1b34d2915396b17d27e248bee25e6c37b42e7ace,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v4_0_overlay,stock_backtester_root/market_intelligence_v4_0_overlay,scripts/run_pool_intelligence_training.py,8417,402d3febb27841eff3351c922a70ca3dd0c140694e22ef657732dd1f864c28a5,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_1_overlay,stock_backtester_root/market_intelligence_v4_1_overlay,docs/market_intelligence_v4_1.md,1966,85aea09412f1967705c06099b92cab930ad7e24626ce00add073e66509279a2d,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v4_1_overlay,stock_backtester_root/market_intelligence_v4_1_overlay,scripts/monitor_intelligence_training.py,6994,f9c0c2e10b495be2fca53c1c4d3dd3bac483a4b9183faa82773cddcf1e8ef159,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v4_2_overlay,stock_backtester_root/market_intelligence_v4_2_overlay,docs/market_intelligence_v4_2.md,2819,e495751366142d57f8f4220ec1ffadcf3e13157dbdb91d7edbba2e5063892d65,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v4_2_overlay,stock_backtester_root/market_intelligence_v4_2_overlay,scripts/simulate_intelligence_equity_curves.py,16040,69f93ca288fe4b843d382b8f5106c5afa51c1fa079d79e8ecba37e837a918b51,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,docs/market_intelligence_v4_3.md,3902,d8c579967e8118e07d72a9762c5537dcd14cff179fe67c3fa0c5779c44b43342,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,scripts/build_historical_intelligence_panel_seed.py,1862,5011afc73b4f87db5c4e8a9c408ffdf69684fcdd2af95d89bf4381c9db3e0862,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,scripts/build_historical_news_features.py,2488,5c5d32a8e9e190354c3b5200d21720a27a83088f1436a06cc37f041ad738d2c0,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,scripts/fetch_historical_news_sources.py,9195,73b32b12b4b33daa8c7e47b7a9c1bda798740fea0fd9f19f58020d626bf92eb6,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,scripts/merge_historical_sources.py,1354,c3c1d424413d1b45226b94b3b354eb042ae771613fee8caa464143bcb12e5b87,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,scripts/monte_carlo_walk_forward_predictions.py,11181,d7bcba9cc86586216f0082be9674f14fb791dd863853bf658be092bea1036642,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,scripts/run_historical_intelligence_stress.py,17506,9e62563483389f5db84426c55456699683f6fbe4512d0fabc24529fd9925a64c,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,scripts/run_intelligence_training_batch.py,10796,b1f292246a3ab843196ac425f96fbc0eb24be7e25fe3b4882d07c7c02c28c96b,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,scripts/score_historical_news_sentiment.py,1823,7c4f138bcf07b6956b6badc451a8f5e3d6163092eb9365a1a2ef5118c8ffba49,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,scripts/simulate_intelligence_equity_curves.py,16040,69f93ca288fe4b843d382b8f5106c5afa51c1fa079d79e8ecba37e837a918b51,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,scripts/summarize_intelligence_training_run.py,1905,dc79eca035873ada50a2b48fc9721a6e49933b3852f17d3163587cf59a5ec156,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,src/backtester/intelligence/calibration_dataset.py,3709,bd9262ea7eaeb8ca1df2cac04b2325160b54448b2710ca8f13aadef43d62c194,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,src/backtester/intelligence/historical_news_collector.py,19582,7eb5324634d21f0d0248b915e5cfea06d3ec84474e56cf2eedc032e45a784ac4,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,src/backtester/intelligence/historical_news_feature_builder.py,8278,26965bc61face11f02e6fe155b4accce7081360799ccfcdc343c416c28c76f27,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,src/backtester/intelligence/historical_news_sentiment.py,5074,adfc0a2a1178311a55c6e2d8eb7d2a1cce1683709547234d7aa13a98b2b962a0,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,src/backtester/intelligence/historical_panel_builder.py,3392,13bb15ea8f1995840d365a13dd8e948e4af8547d555aca11e2abc2b5ae3af41c,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_3_overlay,stock_backtester_root/market_intelligence_v4_3_overlay,src/backtester/intelligence/historical_source_merge.py,5886,8cad92cc81fddff17bc5f3d8919d704465fa9f91109879ca67a7e3c78f2d5f70,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_4_overlay,stock_backtester_root/market_intelligence_v4_4_overlay,docs/market_intelligence_v4_4.md,2320,31dfd62e79a5c2748ed4ce07d3c17660ca87050c5333cfbdc905f673efe61ba8,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_4_overlay,stock_backtester_root/market_intelligence_v4_4_overlay,scripts/sweep_ml_policy_strength.py,19497,69e84d9dc2f05f851f26d017600c5bc8734379f8dfafadbeff7afd25675fe3fb,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_5_overlay,stock_backtester_root/market_intelligence_v4_5_overlay,docs/market_intelligence_v4_5.md,2381,9c29a393f68b801f150ec993e0c99331c396dad9408a596c34e9051eb3b00fee,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_5_overlay,stock_backtester_root/market_intelligence_v4_5_overlay,scripts/apply_ml_policy_strength.py,10374,dfb27774642a44a28f2d56dac233044878c84a285497a94384e690bbbb8263ba,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_7_overlay,stock_backtester_root/market_intelligence_v4_7_overlay,docs/market_intelligence_v4_7.md,2524,e010e4c70bf22fabbeece237658b67ce49bdb1563b68966dc89c4d6d532b35dc,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v4_7_overlay,stock_backtester_root/market_intelligence_v4_7_overlay,scripts/validate_ml_policy_candidate.py,12258,1442233996c9ad773e1be6546534f5a629caa6acce6ed79c698c4416f1396155,DIFFERENT,yes,yes
stock-backtester/market_intelligence_v5_1_evidence_clean_overlay,stock_backtester_root/market_intelligence_v5_1_evidence_clean_overlay,docs/market_intelligence_v5_1_evidence_graph.md,3570,5a716fafbc652aef192905dde7843c21f2d3627fdd1c451b3b0e54d86fe20171,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_1_evidence_clean_overlay,stock_backtester_root/market_intelligence_v5_1_evidence_clean_overlay,scripts/inspect_evidence_graph.py,3200,5b35eda16d835191b04048cfcc72d3dbf1758419a6db63b43e208b557f15aeaf,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_1_evidence_clean_overlay,stock_backtester_root/market_intelligence_v5_1_evidence_clean_overlay,src/backtester/intelligence/claim_extractor.py,5420,11d81ba257b479da3bd4ec7c46f8704c2b78d1d1572c29671b0d9e2ecfbbf357,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_1_evidence_clean_overlay,stock_backtester_root/market_intelligence_v5_1_evidence_clean_overlay,src/backtester/intelligence/evidence_graph.py,9709,37ce1d88ff7a5ac97b5f21baaf94a29d0b22ef8c1e50dd4f23460736d0bda93e,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_1_evidence_clean_overlay,stock_backtester_root/market_intelligence_v5_1_evidence_clean_overlay,src/backtester/intelligence/evidence_scorer.py,2780,552a5c4eeac34d96c021ea97999e5f0becd13c7ab5c3894e024d645defc1293a,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_1_evidence_clean_overlay,stock_backtester_root/market_intelligence_v5_1_evidence_clean_overlay,src/backtester/intelligence/intelligence_engine.py,4087,2343bbe79fa55f6212baf1e5cb2c3947f885a7da320bf21a9c1b26281a60fbeb,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_1_evidence_clean_overlay,stock_backtester_root/market_intelligence_v5_1_evidence_clean_overlay,src/backtester/intelligence/schemas.py,2251,77c4bb04c8c172466ced76e6233d14de36a49aa7af5f7ab3fe521cd1aa3d0bc8,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_1_evidence_clean_overlay,stock_backtester_root/market_intelligence_v5_1_evidence_clean_overlay,src/backtester/intelligence/source_loader.py,2228,e93393bcae5ee05519e00f59d88652a5fac8fd951b4d0d1ff89294e3af0dd27f,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_2_1_sec_policy_overlay,stock_backtester_root/market_intelligence_v5_2_1_sec_policy_overlay,docs/market_intelligence_v5_2_1_sec_policy.md,1497,e6b727b3511a7f335fa3db9652536641c4f8b9ce0125b4ccd3050e724cb1cacf,IDENTICAL,yes,yes
stock-backtester/market_intelligence_v5_2_1_sec_policy_overlay,stock_backtester_root/market_intelligence_v5_2_1_sec_policy_overlay,src/backtester/intelligence/provider_policy.py,9565,28e15e1bc287c4392f129ec743b5e55c133df5cc214d9b49117ba8fd890fbc42,DIFFERENT,yes,yes
